ADID	Name	Description	GLT_tag	GLT_Desc	Ent DR	EL Act	EL Obj	EL IO	EL Product	EL Process	Int 1 EL	Int 1 Type	Int 2 EL	Int 2 Type	CR1 Subj	CR1 Act	CR1 Obj	FR1 Subj	FR1 Act	FR1 Obj	FR1	WG1	WG1 Terminal Case	CR2	FR2	WG2	WG2 Terminal Case	Dept	Dept PL	Cust EL	Cust Product	Cust Type	Cust Temporal	CC EL	CC Product	CC Type	CC Relation	CC Relation Type	CC Temporal	CofC CR1	CofC FR1	CofC WG1	CofC CR2	CofC FR2	CofC WG2	CofC Terminal Case	CofC Dept	CofC El	CofC Product	CofC Type
3521	Thrusters for Satellites (OEM) - BG	These companies produce thrusters for satellites on contract basis with OEMs with government end uses.	2B3	Contract Equipment Manufacturing		2.2.2	B3ii		AP	In-house											  	2.2.2 B3ii	ItP (2)	B3ii 2.2.2 E4iii		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii 1.2.3 CdivA	(B4ii) 1.2.2 CdivA	ItS	DivA	4.2.2 F	AP	Governments
3528	Rocket and Missile Engines (Government Customer) - BG	These companies produce rocket and missile engines on contract basis with governments with military end uses.	2B3	Contract Equipment Manufacturing		2.2.2	B3ii		AP	In-house											  	2.2.2 B3ii	ItS	B3ii 2.2.2 E4iii	B4ii 2.2.2 E4iii	1.3.1 DivA	Product	1.3.1 DivA	Auxiliary	4.2.2 F	AP	Governments	First									1.3.1 DivA					1.3.1 DivA	DivA	Div	Businesses, Consumers, and Governments
3529	LED Displays for Sports - BG	These companies manufacture LED displays for sports venues	2A1	Equipment manufacturers		2.2.2	B3ii		RP	In-house					B3ii	1.2.2	CdivA	B4ii	1.3.2	CdivA	B4ii 1.3.2 CdivA	(F) 2.2.2 F	Product					(F) 2.2.2 F	Main	(F) 2.2.2 F	AP	Businesses	First									(F) 2.2.2 F					(F) 2.2.2 F	1.3.2 F	RP	Consumers
3449	Private School Construction - PL	These companies build private schools.	1B1.J	Building Real Estate Contractors for Diversified Customers		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 F	2.1.2 F (C3iii)	Product	2.1.2 F (C3iii)	Main	2.1.2 F (C3iii)	RP	Businesses	First									2.1.2 F (C3iii)					2.1.2 F (C3iii)	1.3.2 F	RP	Consumers
3448	Construction of Publicly Operated Landfills, with Subcontractors - PL	These companies build landfills for public landfill operators.	1B1.H	Building Real Estate Contractors for Government		2.2.2	A4i		AP	Outsourced											  	2.2.2 A4i	Subject		A4i 1.3.2 B1i	(A4i) 1.3.2 B1i	Product	(A4i) 1.3.2 B1i	Auxiliary	4.2.2 F	AP	Governments	First									(A4i) 1.3.2 B1i					(A4i) 1.3.2 B1i	DivA	Div	Businesses, Consumers, and Governments
3445	Training Services for Vet - PL	These companies provide advanced training programs for their veterinary laser system customers.	3B5	Design Related Services		2.1.2	F	(C3iii)	AP	In-house											  	2.1.2 F (C3iii)	Subject		F 2.3.2 B4ii	2.3.2 B4ii	Product	2.3.2 B4ii	Main	2.3.2 B4ii	AP	Businesses	First									2.3.2 B4ii		B4ii 2.2.2 F	(B4ii) 2.2.2 F	Product	(B4ii) 2.2.2 F	1.3.2 F	RP	Consumers
3444	Sewer Design - PL	These companies design sewers.	3B5	Design Related Services		2.1.2	B4iii	(C3iii)	AP	In-house											  	2.1.2 B4iii (C3iii)	Subject		B4iii 1.2.2 B1i	(B4iii) 1.2.2 B1i	Product	(B4iii) 1.2.2 B1i	Auxiliary	4.2.2 F	AP	Governments	First									(B4iii) 1.2.2 B1i					(B4iii) 1.2.2 B1i	DivA	Div	Businesses, Consumers, and Governments
3447	Environmental Infrastructure Construction, with Subcontractors - PL	These companies build environmental infrastructure for the government.	1B1.H	Building Real Estate Contractors for Government		2.2.2	A4i		AP	Outsourced											  	2.2.2 A4i	Product					2.2.2 A4i	Auxiliary	4.2.2 F	AP	Governments	First									4.2.2 AdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3446	Training Services for Dentists - PL	These companies provide advanced training programs for their dental laser system customers.	3B5	Design Related Services		2.1.2	F	(C3iii)	AP	In-house											  	2.1.2 F (C3iii)	Subject		F 2.3.2 F	2.3.2 F	Product	2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3441	Office Building Design - PL	These companies design offices.	3B5	Design Related Services		2.1.2	A4ii	(C3iii)	AP	In-house											  	2.1.2 A4ii (C3iii)	Subject		A4ii 1.3.2 F	DivA	DivM	DivA	Main	DivA	Div	Businesses	First																	
